scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_score
ICICI Pru Retirement Fund,100,5000,0.43243243243243246,152.0,4,Lalit Kumar,2.43,1.02,0.053970303421562296,0.8722490606548577,0.5207373271889402,6,ICICI Prudential Mutual Fund,3,Solution Oriented,Retirement Funds,1.7,32.4,13.3,0.45227169425115227
Nippon India Income Fund,100,5000,0.22393822393822393,238.0,10,Vivek Sharma,0.6,1.14,0.035894125242091665,0.8934514224369297,0.695852534562212,2,Nippon India Mutual Fund,3,Debt,Medium to Long Duration Funds,6.0,5.8,7.9,0.45240413215112846
Motilal Oswal Long Term Equity Fund,500,500,0.30888030888030893,2187.0,8,Aditya Khemani,3.01,1.02,0.20180761781794707,0.878690284487386,0.4976958525345622,6,Motilal Oswal Mutual Fund,3,Equity,ELSS Mutual Funds,8.5,25.0,10.0,0.4527187943324099
UTI-Mid Cap Fund,500,5000,0.38223938223938225,7077.0,10,Ankit Agarwal,3.49,1.03,0.20865074241446094,0.8789586688137413,0.43087557603686644,6,UTI Mutual Fund,3,Equity,Mid Cap Mutual Funds,0.4,31.1,11.4,0.452776937737269
SBI Flexi Cap Fund,500,1000,0.3281853281853282,15602.0,10,R Srinivasan,3.25,0.62,0.19418979987088444,0.878690284487386,0.4884792626728111,6,SBI Mutual Fund,3,Equity,Flexi Cap Funds,-1.0,25.2,11.0,0.4528756177133737
Tata Mid Cap Growth Fund,150,5000,0.3783783783783784,1759.0,10,Satish Chandra Mishra,3.3,0.16,0.2023240800516462,0.8784219001610306,0.44009216589861755,6,Tata Mutual Fund,3,Equity,Mid Cap Mutual Funds,1.3,29.2,13.5,0.4528876444092975
Nippon India Gold Savings Fund,100,100,0.07335907335907337,1447.0,10,Mehul Dama,1.03,-0.52,0.18708844415752096,0.8829844337090714,0.7050691244239632,5,Nippon India Mutual Fund,2,Other,FoFs Domestic,14.2,11.7,13.1,0.4532295034481518
PGIM India Elss Tax Saver Fund,500,500,0.3861003861003861,451.0,7,Srinivas Rao Ravuri,3.32,4.67,0.20322788896061977,0.8797638217928073,0.4331797235023042,6,PGIM India Mutual Fund,4,Equity,ELSS Mutual Funds,2.9,31.8,13.7,0.4532387501745042
Aditya Birla SL Active Debt Multi-Mgr FoF-Dir Growth,100,100,0.10424710424710426,10.0,10,Kaustubh Gupta,0.32,2.24,0.11775338928340866,0.8553408480944713,0.7557603686635945,3,Aditya Birla Sun Life Mutual Fund,3,Other,FoFs Domestic,4.0,6.5,6.9,0.45329640360060086
Sundaram Dividend Yield Fund,500,5000,0.3938223938223938,382.0,10,Ratish Varier,4.03,2.79,0.17637185280826337,0.8765432098765432,0.4539170506912443,6,Sundaram Mutual Fund,0,Equity,Dividend Yield Funds,3.2,26.4,11.7,0.4540323188403462
HDFC Income Fund,100,100,0.1969111969111969,528.0,10,Shobhit Mehrotra,0.43,0.51,0.02918011620400258,0.8894256575415996,0.7327188940092166,3,HDFC Mutual Fund,3,Debt,Medium to Long Duration Funds,3.8,5.2,6.1,0.4542236279898848
HSBC Aggressive Hybrid Fund,500,5000,0.3359073359073359,4636.0,10,Shriram Ramanathan,2.41,0.57,0.1549386701097482,0.8768115942028986,0.5207373271889402,6,HSBC Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-1.2,19.5,8.1,0.4542950185015328
LIC MF Large & Mid Cap Fund,1000,5000,0.32432432432432434,1888.0,8,Yogesh Patil,2.59,0.78,0.18876694641704325,0.8776167471819646,0.5023041474654378,6,LIC Mutual Fund,3,Equity,Large & Mid Cap Funds,-4.3,22.8,10.9,0.45448741136136617
SBI Focused Equity Fund,500,5000,0.2664092664092664,26561.0,10,R Srinivasan,2.61,-0.62,0.20103292446739832,0.8768115942028986,0.5414746543778802,6,SBI Mutual Fund,3,Equity,Focused Funds,-4.9,22.0,12.2,0.45466526287311
HDFC Hybrid Equity Fund,100,100,0.4208494208494209,18729.0,10,Chirag Setalvad,3.42,4.86,0.16475145255003226,0.8784219001610306,0.4423963133640553,6,HDFC Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,7.7,25.6,11.3,0.45480349239128604
Motilal Oswal Nifty Bank Index Fund,500,500,0.08108108108108109,332.0,4,Swapnil Mayekar,2.02,0.0,0.32446739832149774,0.8819108964036501,0.5921658986175116,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,10.8,25.0,8.9,0.4554190687166282
HSBC Infrastructure Fund,500,5000,0.4401544401544401,1476.0,10,Venugopal Manghat,3.69,10.03,0.20723047127178823,0.8711755233494364,0.40092165898617516,6,HSBC Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,11.3,33.6,9.3,0.4563578302222969
Nippon India GSF – Direct Growth,100,5000,0.24324324324324326,1158.0,10,Pranay Sinha,0.57,0.57,0.03499031633311814,0.8735909822866345,0.7073732718894009,2,Nippon India Mutual Fund,3,Debt,Gilt Mutual Funds,4.4,5.5,8.3,0.45648856791823755
AXIS Triple Advantage Fund,1000,500,0.277992277992278,1478.0,10,R Sivakumar,2.35,-2.21,0.17004519044544866,0.879495437466452,0.5622119815668203,6,Axis Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,-5.1,18.1,10.4,0.45657204907276816
Tata Large & Mid Cap Fund,150,5000,0.34362934362934366,3680.0,10,Chandraprakash Padiyar,3.47,2.58,0.210458360232408,0.880300590445518,0.4746543778801844,6,Tata Mutual Fund,4,Equity,Large & Mid Cap Funds,8.8,33.5,14.0,0.4569783574185968
Canara Robeco Dynamic Bond Fund,1000,5000,0.2548262548262548,116.0,10,Kunal Jain,0.64,0.74,0.024531956100710135,0.8824476650563607,0.7027649769585254,3,Canara Robeco Mutual Fund,3,Debt,Dynamic Bond,4.7,5.3,6.6,0.457158578830571
Sundaram Debt Oriented Hybrid Fund,100,5000,0.4633204633204633,30.0,10,Dwijendra Srivastava,3.43,2.48,0.0631375080697224,0.8717122920021471,0.5046082949308757,3,Sundaram Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,4.1,11.6,6.2,0.45733943972723856
Nippon India Growth Fund,100,100,0.4208494208494209,13409.0,10,Rupesh Patel,3.62,2.25,0.21342801807617817,0.879495437466452,0.4101382488479263,6,Nippon India Mutual Fund,4,Equity,Mid Cap Mutual Funds,5.6,32.4,14.5,0.4575099218790681
Tata Hybrid Equity Fund,150,5000,0.40540540540540543,3166.0,10,Chandraprakash Padiyar,3.25,2.77,0.15597159457714654,0.8776167471819646,0.4723502304147466,6,Tata Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,6.2,22.8,10.5,0.4575726685564549
Edelweiss Recently Listed IPO Fund,500,5000,0.23552123552123552,859.0,5,Bhavesh Jain,1.63,0.04,0.22595222724338282,0.8773483628556092,0.5599078341013826,6,Edelweiss Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-13.8,24.3,10.9,0.4588103884926912
ICICI Pru Equity & Debt Fund,100,5000,0.4633204633204633,21232.0,10,Sankaran Naren,4.15,9.56,0.18063266623628146,0.8776167471819646,0.40783410138248855,6,ICICI Prudential Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,6.8,30.6,14.3,0.45886186224032566
Indiabulls Overnight Fund,500,500,0.0694980694980695,42.0,4,Karan Singh,-1.77,0.4,0.000774693350548741,0.8655394524959743,0.8940092165898618,1,Indiabulls Mutual Fund,1,Debt,Overnight Mutual Funds,5.2,3.8,8.9,0.4588788461883079
Canara Robeco Consumer Trends Fund,1000,5000,0.3861003861003861,935.0,10,Shridatta Bhandwaldar,3.47,4.63,0.18579728857327307,0.8749329039184112,0.4700460829493088,6,Canara Robeco Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,7.1,26.7,15.1,0.45897482433688963
SBI Consumption Opportunities Fund,500,5000,0.4555984555984556,1185.0,10,Saurabh Pant,3.65,10.04,0.1970303421562298,0.8754696725711218,0.40322580645161293,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.1,31.0,12.7,0.4592188758883796
Tata India Consumer Fund,150,5000,0.35135135135135137,1346.0,7,Sonam Udasi,2.78,1.38,0.17572627501613944,0.8746645195920558,0.5092165898617511,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,23.0,10.6,0.45946728746880927
Kotak Credit Risk Fund,1000,5000,0.2857142857142857,1204.0,10,Deepak Agrawal,0.42,0.82,0.0342156229825694,0.8443370907139023,0.7027649769585254,5,Kotak Mahindra Mutual Fund,2,Debt,Credit Risk Funds,1.6,5.9,6.4,0.4596793884045519
Invesco India Largecap Fund,100,1000,0.3127413127413128,724.0,10,Amit Nigam,2.62,-0.23,0.20426081342801805,0.8797638217928073,0.5161290322580645,6,Invesco Mutual Fund,4,Equity,Large Cap Mutual Funds,-1.8,24.0,11.1,0.46004200557831354
Sundaram Multi Cap Fund,100,100,0.3745173745173745,1795.0,10,Sudhir Kedia,3.06,2.11,0.19909619109102644,0.8792270531400966,0.4700460829493088,6,Sundaram Mutual Fund,3,Equity,Multi Cap Funds,-2.2,28.1,11.0,0.4602626269149122
DSP Midcap Fund,500,500,0.2972972972972973,13213.0,10,Vinit Sambre,2.26,-6.18,0.20064557779212394,0.8778851315083199,0.534562211981567,6,DSP Mutual Fund,2,Equity,Mid Cap Mutual Funds,-3.9,21.1,9.5,0.46043140866848936
DSP Flexi Cap Fund,500,500,0.29343629343629346,7725.0,10,Atul Bhole,2.56,-1.47,0.2117495158166559,0.8800322061191627,0.5276497695852536,6,DSP Mutual Fund,3,Equity,Flexi Cap Funds,-0.1,22.8,12.0,0.46059782441264596
SBI Technology Opportunities Fund,500,5000,0.3359073359073359,2861.0,10,Saurabh Pant,2.36,8.38,0.2510006455777921,0.8757380568974772,0.46313364055299544,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.7,37.1,21.0,0.46081469891667604
UTI-Multi Asset Fund,500,5000,0.4015444015444016,860.0,10,Sharwan Kumar Goyal,2.87,1.01,0.12537120723047127,0.8722490606548577,0.5161290322580645,6,UTI Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,4.9,16.5,7.5,0.4610174240021091
Nippon India Retirement Fund,500,500,0.3281853281853282,172.0,8,Pranay Sinha,1.38,-0.72,0.05836023240800517,0.8714439076757917,0.6359447004608295,4,Nippon India Mutual Fund,2,Solution Oriented,Retirement Funds,4.0,8.4,7.4,0.46170858182174057
SBI Long Term Equity Fund,500,500,0.41312741312741313,12158.0,10,Dinesh Balachandran,3.21,3.78,0.1984506132989025,0.8792270531400966,0.4447004608294931,6,SBI Mutual Fund,3,Equity,ELSS Mutual Funds,8.7,30.1,11.6,0.4621500554834462
Edelweiss Large Cap Fund,500,5000,0.3590733590733591,399.0,10,Bharat Lahoti,3.25,0.95,0.19935442220787605,0.8800322061191627,0.4884792626728111,6,Edelweiss Mutual Fund,4,Equity,Large Cap Mutual Funds,4.9,26.0,12.8,0.4621571653459847
Sundaram LT Tax Advantage Fund,0,500,0.38996138996138996,16.0,8,Rohit Seksaria,3.5,2.52,0.20438992898644287,0.880300590445518,0.45852534562211983,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.4,29.6,11.5,0.46220555151269777
SBI BlueChip Fund,500,5000,0.3474903474903475,33987.0,10,Sohini Andani,3.98,1.08,0.20813428018076177,0.8808373590982287,0.4907834101382489,6,SBI Mutual Fund,3,Equity,Large Cap Mutual Funds,4.2,27.0,11.4,0.46230865177889774
ICICI Pru Large & Mid Cap Fund,100,5000,0.4208494208494209,7044.0,10,Ihab Dalwai,3.99,7.49,0.21665590703679793,0.8797638217928073,0.42396313364055305,6,ICICI Prudential Mutual Fund,4,Equity,Large & Mid Cap Funds,9.5,33.2,13.7,0.46251803642228206
DSP Equity Opportunities Fund,500,500,0.35135135135135137,7110.0,10,Rohit Singhania,2.87,1.89,0.2108457069076824,0.8800322061191627,0.4884792626728111,6,DSP Mutual Fund,3,Equity,Large & Mid Cap Funds,3.2,31.6,11.7,0.4630994845904344
JM Medium to Long Duration Fund,1000,5000,0.18532818532818532,19.0,10,Gurvinder Singh Wasan,0.28,0.23,0.035635894125242096,0.8923778851315083,0.7649769585253456,3,JM Financial Mutual Fund,2,Debt,Medium to Long Duration Funds,2.5,4.8,3.1,0.4632096844472622
UTI-Gilt Fund,500,500,0.2586872586872587,517.0,10,Sudhir Agrawal,0.55,0.47,0.032666236281471916,0.8698336017176597,0.7235023041474655,3,UTI Mutual Fund,3,Debt,Gilt Mutual Funds,5.0,5.0,7.3,0.46385578532995425
Baroda BNP Paribas Dynamic Bond Fund,300,1000,0.27413127413127414,115.0,10,Mayank Prakash,0.56,0.91,0.030729502905100067,0.8915727321524424,0.6981566820276498,3,Baroda BNP Paribas Mutual Fund,2,Debt,Dynamic Bond,5.2,5.7,6.6,0.46397674529787697
ICICI Pru Bluechip Fund,100,100,0.4092664092664093,34198.0,10,Anish Tawakley,3.59,3.05,0.1931568754034861,0.8792270531400966,0.45852534562211983,6,ICICI Prudential Mutual Fund,4,Equity,Large Cap Mutual Funds,4.4,28.2,12.3,0.4640088354821291
Baroda BNP Paribas Large Cap Fund,300,5000,0.36293436293436293,1347.0,10,Jitendra Sriram,2.71,-0.18,0.18463524854744995,0.8781535158346753,0.5069124423963134,6,Baroda BNP Paribas Mutual Fund,4,Equity,Large Cap Mutual Funds,3.0,23.5,12.8,0.4645968387562823
Sundaram Mid Cap Fund,100,100,0.4015444015444016,7048.0,10,S Bharath,3.74,-1.14,0.2040025823111685,0.8784219001610306,0.45852534562211983,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,27.4,8.2,0.4646287296827346
AXIS Retirement Savings Fund,1000,5000,0.23166023166023164,270.0,3,Jinesh Gopani,1.58,-4.95,0.16991607488702387,0.8778851315083199,0.6290322580645161,6,Axis Mutual Fund,2,Solution Oriented,Retirement Funds,-1.3,13.6,8.9,0.4646807803578327
Aditya Birla SL Equity Hybrid ’95 Fund,100,100,0.38996138996138996,7046.0,10,Mahesh Patil,2.54,1.43,0.16229825693996125,0.8778851315083199,0.5046082949308757,6,Aditya Birla Sun Life Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-5.7,20.4,7.7,0.46502442650626447
HDFC Tax Saver Fund,500,500,0.44401544401544396,9723.0,10,Roshi Jain,3.71,4.47,0.19406068431245965,0.878690284487386,0.4331797235023042,6,HDFC Mutual Fund,2,Equity,ELSS Mutual Funds,10.0,31.0,10.3,0.4652110060301444
Aditya Birla SL Digital India Fund,100,1000,0.33976833976833976,3338.0,10,Kunal Sangoi,2.42,9.37,0.26920593931568754,0.8773483628556092,0.45852534562211983,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-14.6,39.8,21.1,0.4652708460287647
SBI Dynamic Bond Fund,500,5000,0.3359073359073359,2407.0,10,Dinesh Ahuja,0.88,1.34,0.02866365397030342,0.8835212023617821,0.6589861751152074,3,SBI Mutual Fund,4,Debt,Dynamic Bond,5.9,5.9,7.9,0.4655428404763285
HDFC Capital Builder Value Fund,100,100,0.4015444015444016,5227.0,10,Gopal Agrawal,3.26,3.69,0.20839251129761135,0.8805689747718733,0.45852534562211983,6,HDFC Mutual Fund,2,Equity,Value Funds,-0.7,33.7,11.3,0.46615562685151385
HSBC Managed Solutions Growth Fund,500,5000,0.4092664092664093,34.0,9,Gautam Bhupal,3.05,1.87,0.16642995480955455,0.8792270531400966,0.4884792626728111,6,HSBC Mutual Fund,2,Other,FoFs Domestic,0.6,22.2,9.2,0.4663132804488536
Invesco India Gilt Fund,100,1000,0.18532818532818532,22.0,10,Vikas Garg,0.08,-0.44,0.028921885087152998,0.8695652173913043,0.7972350230414746,2,Invesco Mutual Fund,1,Debt,Gilt Mutual Funds,4.9,4.2,6.7,0.46664606799453784
HSBC Equity Hybrid Fund,500,5000,0.3861003861003861,474.0,4,Neelotpal Sahai,2.41,0.57,0.1549386701097482,0.8768115942028986,0.5207373271889402,6,HSBC Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3,0.46684328104979533
HDFC Flexi Cap Fund,100,100,0.3861003861003861,31672.0,10,Roshi Jain,3.4,5.15,0.23408650742414458,0.8819108964036501,0.4516129032258065,6,HDFC Mutual Fund,4,Equity,Flexi Cap Funds,12.4,34.5,14.0,0.46691277362960465
Motilal Oswal Equity Hybrid Fund,500,500,0.36293436293436293,385.0,5,Siddharth Bothra,2.63,-1.13,0.15067785668173014,0.8770799785292539,0.5437788018433181,6,Motilal Oswal Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3,0.4669526911628694
Aditya Birla SL Flexi Cap Fund,100,100,0.33204633204633205,15449.0,10,Anil Shah,3.4,-1.46,0.2108457069076824,0.8808373590982287,0.5184331797235023,6,Aditya Birla Sun Life Mutual Fund,3,Equity,Flexi Cap Funds,-2.1,25.0,10.4,0.46742043547520007
AXIS Bluechip Fund,500,500,0.24324324324324326,33049.0,10,Shreyash Devalkar,1.81,-5.97,0.19999999999999998,0.8789586688137413,0.6036866359447005,6,Axis Mutual Fund,4,Equity,Large Cap Mutual Funds,-6.1,17.3,12.1,0.4677085353569692
Franklin India Flexi Cap Fund,500,5000,0.42471042471042475,9989.0,10,Anand Radhakrishnan,3.27,4.83,0.21123305358295671,0.8800322061191627,0.4423963133640553,6,Franklin Templeton Mutual Fund,4,Equity,Flexi Cap Funds,3.8,31.1,12.0,0.4677112048063945
ICICI Pru Multicap Fund,100,5000,0.3938223938223938,6929.0,10,Sankaran Naren,3.31,3.09,0.21329890251775338,0.880300590445518,0.467741935483871,6,ICICI Prudential Mutual Fund,0,Equity,Multi Cap Funds,5.7,29.1,11.8,0.46816302281930167
Franklin India Equity Hybrid Fund,500,5000,0.4633204633204633,1347.0,10,Rajasa Kakulavarapu,3.24,3.49,0.15274370561652678,0.8765432098765432,0.46313364055299544,6,Franklin Templeton Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,5.3,22.5,11.0,0.46826477637545477
IDBI Gold Fund,500,5000,0.1003861003861004,42.0,10,Nitin Dattaram Dalvi,0.82,-0.02,0.21007101355713362,0.8819108964036501,0.7142857142857143,5,IDBI Mutual Fund,3,Other,FoFs Domestic,15.0,12.1,12.9,0.4682821720522528
Invesco India Infrastructure Fund,500,1000,0.41698841698841704,445.0,10,Amit Nigam,3.6,8.67,0.22556488056810842,0.8714439076757917,0.4447004608294931,6,Invesco Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,8.9,33.2,14.6,0.46833724417313766
Sundaram Fin Serv Opportunities – Direct Growth,100,100,0.1969111969111969,601.0,10,Rohit Seksaria,2.35,2.92,0.2932214331826985,0.8789586688137413,0.5668202764976958,6,Sundaram Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.4,25.9,12.6,0.46837097423553087
HDFC Large and Mid Cap Fund,100,100,0.3976833976833977,7897.0,10,Gopal Agrawal,3.56,4.97,0.2260813428018076,0.8813741277509394,0.4539170506912443,6,HDFC Mutual Fund,3,Equity,Large & Mid Cap Funds,6.3,33.3,12.8,0.46839112587886256
Mirae Asset Healthcare Fund,1000,5000,0.2007722007722008,1505.0,5,Vrijesh Kasera,2.23,2.95,0.27411233053582956,0.8816425120772947,0.5806451612903226,6,Mirae Asset Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-10.7,25.0,8.9,0.4692431836295633
JM Arbitrage Fund,500,5000,0.138996138996139,60.0,10,Asit Bhandarkar,-0.31,0.56,0.005810200129115558,0.8698336017176597,0.8640552995391706,1,JM Financial Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5,0.46938489498659675
Bank of India Midcap Tax Fund,0,500,0.3667953667953668,51.0,5,Dhruv Bhatia,2.64,3.13,0.21639767591994835,0.8784219001610306,0.4930875576036867,6,Bank of India Mutual Fund,0,Equity,ELSS Mutual Funds,-4.1,27.1,10.6,0.46940890799214086
ICICI Pru Long Term Wealth Enhancement Fund,0,500,0.3745173745173745,32.0,5,Rajat Chandak,3.33,0.78,0.21136216914138153,0.8805689747718733,0.4907834101382489,6,ICICI Prudential Mutual Fund,0,Equity,ELSS Mutual Funds,-0.7,33.7,11.3,0.4698187039105383
AXIS Retirement Savings Fund,1000,5000,0.25096525096525096,633.0,3,Jinesh Gopani,1.56,-4.49,0.16475145255003226,0.8760064412238325,0.6359447004608295,6,Axis Mutual Fund,1,Solution Oriented,Retirement Funds,-4.1,14.0,8.9,0.4699138742618362
UTI-Transportation & Logistics Fund,500,5000,0.3976833976833977,1908.0,10,Sachin Trivedi,3.56,10.26,0.24157520981278244,0.8773483628556092,0.44930875576036866,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,14.1,32.9,5.1,0.4700769511732775
Tata Resources & Energy Fund,150,5000,0.35135135135135137,232.0,7,Satish Chandra Mishra,2.48,16.72,0.2593931568754035,0.8682232957595276,0.47926267281105994,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5,0.4701095880519122
Franklin India Multi-Asset Solution Fund,500,5000,0.16988416988416988,45.0,8,Rajasa Kakulavarapu,0.34,5.14,0.16204002582311167,0.8548040794417606,0.7211981566820277,4,Franklin Templeton Mutual Fund,1,Other,FoFs Domestic,4.1,8.7,5.3,0.47030131181978085
HSBC Credit Risk Fund,500,5000,0.3281853281853282,130.0,10,Shriram Ramanathan,0.33,-1.87,0.04467398321497741,0.7909286097691894,0.7304147465437788,4,HSBC Mutual Fund,3,Debt,Credit Risk Funds,4.8,5.7,5.1,0.47052497376704794
AXIS Equity Hybrid Fund,1000,500,0.34362934362934366,1699.0,5,Ashish Naik,2.37,-1.88,0.1643641058747579,0.8784219001610306,0.5599078341013826,6,Axis Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-4.9,17.4,8.9,0.47065509263864624
Canara Robeco Income Fund,1000,5000,0.28957528957528955,125.0,10,Avnish Jain,0.69,0.87,0.03189154293092318,0.890499194847021,0.7073732718894009,3,Canara Robeco Mutual Fund,3,Debt,Medium to Long Duration Funds,3.9,5.8,7.0,0.4706785286627777
UTI-Hybrid Equity Fund,500,1000,0.5173745173745175,4286.0,10,V Srivatsa,3.63,5.77,0.15855390574564235,0.8776167471819646,0.42165898617511527,6,UTI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,5.3,25.8,9.8,0.4710031510689674
UTI-Long Term Equity Fund,500,500,0.3667953667953668,2797.0,10,Vetri Subramaniam,2.98,-0.52,0.2051646223369916,0.8797638217928073,0.5092165898617511,6,UTI Mutual Fund,3,Equity,ELSS Mutual Funds,-2.9,24.5,10.9,0.47170773860017634
Baroda BNP Paribas Medium Duration Fund,300,5000,0.2664092664092664,37.0,9,Mayank Prakash,0.42,0.42,0.02672692059393157,0.8862050456253355,0.7373271889400922,3,Baroda BNP Paribas Mutual Fund,2,Debt,Medium Duration Funds,3.9,5.0,3.5,0.4717232125578943
LIC MF G-Sec Fund,1000,10000,0.29343629343629346,46.0,10,Marzban Irani,0.51,0.27,0.025306649451258878,0.8671497584541064,0.7304147465437788,2,LIC Mutual Fund,3,Debt,Gilt Mutual Funds,3.3,4.9,7.7,0.472240111375843
Mahindra Manulife Dynamic Bond Fund,500,1000,0.1969111969111969,66.0,5,Rahul Pal,-0.01,-0.19,0.018463524854744996,0.8725174449812131,0.8133640552995393,3,Mahindra Manulife Mutual Fund,2,Debt,Dynamic Bond,3.4,4.4,8.9,0.4723563860275899
ICICI Pru Retirement Fund,100,5000,0.4980694980694981,175.0,4,Manish Banthia,3.51,8.42,0.1921239509360878,0.8752012882447665,0.41705069124423966,3,ICICI Prudential Mutual Fund,3,Solution Oriented,Retirement Funds,4.6,6.8,8.9,0.47270382727362165
Nippon India Equity Hybrid Fund,100,500,0.5057915057915058,2764.0,10,Meenakshi Dawar,3.57,4.96,0.15816655907036797,0.8773483628556092,0.4377880184331797,5,Nippon India Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,4.2,24.3,5.9,0.47279559431654417
Aditya Birla SL Medium Term Plan – Direct Growth,1000,1000,0.33204633204633205,1652.0,10,Sunaina da Cunha,2.29,9.65,0.13505487411233053,0.8851315083199142,0.5967741935483871,4,Aditya Birla Sun Life Mutual Fund,5,Debt,Medium Duration Funds,22.1,14.5,8.6,0.4728338612681646
